Tree,Canker,DateInfected,Site,Height,Plot,TRT,Area,2012Code,CODE2012,2012V,2012Euro,2012COLI,2012Tricho.,2012Didym.,2012Botryo,2012Penic.,2012Pest.,2012Epico,2012Paraco.,2012#3 Dothiorella,2012Umbel.,2012Unknow,2012VC,2012Rating,CODE2011,2011V,2011Euro,2011COLI,2011Cont.,2011VC,2011Rating,CODE2010,2010V,2010Euro,2010COLI,2010Cont.,2010VC,2010Rating,CODE2009,2009V,2009Euro,2009COLI,2009Cont.,2009VC,2009Rating,Rating2008,CODE2007,"n/no/o,n/o",Living(1)Dead(0),VC07VC,V2007,Euro,COLI,Cont.,Rating07Canker,CODE2006,Living(1)Dead(0),VC06 VC,V2006,Euro,COLI,Cont.,Rating06,CODE2005,Living(1)Dead(0),TrtPlot,Tree05Trt,Canker05Trt,Status2005,VC05 VC,V2005,Euro,COLI,Cont.,Rating05Canker,CODE2004,Tree04Trt,Canker04Trt,Status2004,Compat04 VC,04V,04 Euro,04 COLI,04 Cont.,Rating04Canker,Tree03Trt,Canker03Trt,Compat03 VC,Status2003,03V,03 Euro,03 COLI,03 Cont.,Rating03Canker,Compat02 VC,Status2002,02V,02 Euro,02 COLI,02 Cont.,02 Trich,RatingCanker,Compat01 VC,Status2001,01V,01 Euro,01 COLI,01 Cont,01 Tricho,RatingCanker,Compat2000 v-c,Status2000,00 V,00 Euro,00 COLI,00 Cont,00 Trich,RatingCanker,Compat.99 v-c,Status1999,99V1999,99 Euro,99 COLI,99 Cont,99 Trich,RatingCanker,Status1998,98V1998,98 Euro,98 COLI,98 Contam.,Rating98 Canker,Status1994,94 V,94 COLI1994,94 Cont.,Status1995,95 V,95 COLI1995,95 Cont.,Status1996,96 V1996,96 COLI,96 Cont.,96 Euro,1997Status,97 V1997,97 COLI,97 Euro,97 Cont.,NANA,NANA,,,NANA
2072,3,10-Jun,Rhyme,6,9,0,3,0,,,,,,,,,,,,,,,,2,36,12,0,0,0,1,2,36,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2072,A,,Rhyme,,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2072,B,,Rhyme,,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,2,2-May,Rhyme,4,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,2,0,9,2,1,,36,3,1,3,7,1,0,4,,36,1,3,2,1,0,9,,36,1,2,,,ns,,,,,,,36,0,0,3,3,7,0,0,5,3,,0,3,1,6,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,3,3-May,Rhyme,6,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,36,1,3,5,0,0,7,,36,1,2,,,ns,,,,,,,36,0,0,3,3,9,0,0,3,3,,0,3,1,10,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,4,3-May,Rhyme,20,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,36,1,2,,,ns,,,,,,,36,0,,ns,,,,,,,,0,3,1,9,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,5,3-May,Rhyme,25,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,36,1,2,,,ns,,,,,,,36,0,,ns,,,,,,,,0,3,1,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,6,3-May,Rhyme,0.25,9,0,3,0,,,,,,,,,,,,,,,,3,36,2,1,0,9,3,1,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,36,1,3,5,0,0,7,4,34,1,2,,,ns,,,,,,,36,0,0,3,3,11,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,7,4-Jun,Rhyme,5,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,36,1,3,6,0,0,6,4,36,1,2,,,ns,,,,,,,36,0,0,3,3,11,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2073,8,4-Jun,Rhyme,6,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,36,1,3,6,0,0,6,,36,1,2,,,ns,,,,,,,36,0,0,3,3,10,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,1,4-Jun,Rhyme,4,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,2,0,10,,2,,34,1,1,3,0,8,0,4,2,34,1,3,9,0,0,3,3,34,1,2,2,2,1,,0,11,0,1,4,34,2,2,1,3,10,1,0,1,4,2,2,3,1,1,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,2,3-May,Rhyme,20,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,35,1,2,,,ns,,,,,,,35,2,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,3,4-Jun,Rhyme,2,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,34,1,1,,,,,,3,34,1,3,9,1,0,2,3,34,1,2,2,2,1,1,7,3,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,4,5-May,Rhyme,9,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,2,0,1,1,3,,NS,,1,,,,,,,35,1,3,10,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,5,6-May,Rhyme,3,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,6,6-May,Rhyme,11,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,35,1,3,11,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2075,A1,10-Jun,Rhyme,4,9,2,3,0,,,,,,,,,,,,,,,,,34,12,0,0,0,3,4,35,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,1,6-May,Rhyme,0.25,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,5,4,0,3,2,4,,34,1,1,1,9,2,0,1,3,34,1,3,5,5,0,2,3,34,1,2,2,2,1,0,10,0,0,2,3,34,2,2,1,3,11,1,0,0,4,2,2,3,1,7,0,0,5,3,"5,8",3,12,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,2,2-May,Rhyme,3,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,3,NS,1,,,,,,,34,1,2,,,ns,,,,,,,34,2,2,1,3,12,0,0,0,3,,2,3,1,10,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,3,3-May,Rhyme,5,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,3,NS,1,,,,,,,34,1,2,,,ns,,,,,,,34,2,2,1,3,11,0,0,1,3,,2,3,1,9,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,4,3-May,Rhyme,5,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,34,1,1,3,1,11,0,0,3,NS,1,,,,,,,34,1,2,2,2,1,0,10,2,0,0,3,34,2,2,1,3,7,3,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,5,4-Jun,Rhyme,6,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,34,1,1,1,3,6,0,3,1,34,1,3,6,2,0,4,1,34,1,2,2,2,1,3,7,0,0,5,3,34,2,2,1,3,9,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,70,69,NA
2083,6,4-Jun,Rhyme,6,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11,0,0,1,4,4,,NS,,1,,,,,,,35,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,7,6-May,Rhyme,12,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,35,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,8,6-May,Rhyme,14,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,35,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,9,6-May,Rhyme,17,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,35,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2083,10,6-May,Rhyme,18,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,35,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,1,4-Jun,Rhyme,0.5,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,6,0,0,6,3,1,,36,3,1,1,12,0,0,0,2,36,1,3,11,0,0,1,2,36,1,2,0,0,3,1,5,0,0,7,4,36,0,0,3,3,9,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,2,4-Jun,Rhyme,10,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,4,,NS,,1,,,,,,,36,1,3,10,0,0,2,3,36,1,2,0,0,3,1,7,3,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,3,5-May,Rhyme,14,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,4,,NS,,1,,,,,,,36,1,,,,,,3,36,1,2,0,0,3,1,3,2,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,4,5-May,Rhyme,17,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,4,,NS,,1,,,,,,,36,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,5,9-Jun,Rhyme,,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2088,6,9-Jun,Rhyme,,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,7,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,1,6-May,Rhyme,0.25,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,4,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,2,2,3,1,3,0,0,9,3,3,3,12,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,2,2-May,Rhyme,4,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,4,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,3,12,0,0,0,,,2,3,1,9,0,0,3,4,3,3,10,0,0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,3,2-May,Rhyme,10,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,1,1,11,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,4,2-May,Rhyme,15,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,3,1,11,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,5,2-May,Rhyme,20,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,3,1,11,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,6,2-May,Rhyme,8,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,3,10,0,0,2,,,2,3,1,10,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,7,2-May,Rhyme,25,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,2,,ns,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,8,3-Sep,Rhyme,26,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,2,,ns,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,9,3-Sep,Rhyme,28,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,2,,ns,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,10,3-Sep,Rhyme,21,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,2,3,2,11,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,11,3-Sep,Rhyme,9,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,3,8,1,0,3,,,2,3,2,11,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,12,3-Sep,Rhyme,11,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,3,2,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2089,A1,8-May,Rhyme,,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2093,1,3-Sep,Rhyme,14,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3,0,0,9,3,,,,,0,,,,,,,,0,,,,,,,36,0,2,,,DEAD,,,,,,,36,0,0,DEAD,,,,,,,0,0,3,1,11,0,0,1,3,,ns,,,,,,,3,3,10,0,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2093,2,3-May,Rhyme,3,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,0,0,8,3,,,,,0,,,,,,,,0,,,,,,,36,0,2,,,DEAD,,,,,,,36,0,0,3,,10,0,0,2,4,,0,10,2,4,0,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2093,3,3-Sep,Rhyme,7,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,36,0,2,,,DEAD,,,,,,,36,0,0,3,3,11,0,0,1,4,,0,3,2,11,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2093,A1,9-Jun,Rhyme,4,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2093,A2,9-Jun,Rhyme,5,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2094,1,3-Sep,Rhyme,6,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,1,2,2,2,1,1,4,5,0,3,3,34,2,2,1,1,6,4,0,2,2,2,2,1,1,11,0,0,1,3,1,3,11,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2094,2,2-May,Rhyme,0.25,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,1,2,2,2,1,1,3,8,0,1,3,34,2,2,1,,10,0,0,2,3,,2,1,2,4,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2094,3,3-Sep,Rhyme,12,9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,1,2,,,ns,,,,,,,34,2,0,,,,,,,2,,2,3,2,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,1,3-Sep,Rhyme,1,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,2,2,13,1,11,,,,2,0,1,3,0,0,9,0,1,,3,0,0,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,2,1-May,Rhyme,1,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,13,1,5,,,,1,,m,,,,,,1,,3,0,0,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,3,1-May,Rhyme,0.25,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,13,1,7,,,,2,0,2,12,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,4,2-May,Rhyme,8,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,2,1,1,11,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,5,3-May,Rhyme,15,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,0,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,6,3-May,Rhyme,17,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,35,0,2,,,DEAD,,,,,,,35,2,,DEAD,,,,,,,,0,,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,7,3-May,Rhyme,5,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,13,2,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,8,3-Sep,Rhyme,6,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,34,0,2,,,DEAD,,,,,,,34,2,,DEAD,,,,,,,,2,13,2,3,0,0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,A1,3-Sep,Rhyme,1,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,6,2,0,4,13,1,,36,3,1,,0,5,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
2095,A2,7-May,Rhyme,0.25,9,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12,0,0,0,3,4,,36,3,1,3,6,0,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
